Cohort Date,Split 1,Split 2,Cohort Date.1,First Deposit C,First Deposit S,Deposit APPC,First Deposit 2 Deposit Conversion,24h First Deposit 2 Deposit Conversion,7D First Deposit 2 Deposit Conversion,1D Deposit S,1D Deposit C,3D Deposit S,7D Deposit S,7D Deposit C,14D Deposit S,28D Deposit S,Marketing Spend,1D CNGR,3D CNGR,7D CNGR,14D CNGR,28D CNGR,Mono Instant Depositor Share
2025-11-20,,Australia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Austria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Belarus,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Belgium,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Canada,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,China,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Croatia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Czech Republic,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Denmark,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Finland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Greece,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Hungary,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Ireland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Kazakhstan,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Latvia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,New Zealand,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Norway,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Portugal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Romania,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Russia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Slovakia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Slovenia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Switzerland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,Ukraine,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,
2025-11-20,,United States,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Australia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Belgium,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Canada,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Colombia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Country 2,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Finland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Hungary,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Ireland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Laos,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Malaysia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,New Zealand,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Norway,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Portugal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Romania,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Serbia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Seychelles,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Singapore,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,South Africa,,,,,,,,,,,,,,,,,,,,,
2025-11-20,044agency,Switzerland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Algeria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Austria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Bangladesh,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Belgium,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Canada,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Croatia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Greece,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Ivory Coast,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Malta,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Mexico,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Norway,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Portugal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Russia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Switzerland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Tunisia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,United States,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AcePartners,Uzbekistan,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Ads2Bets,Canada,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Ads2Bets,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Ads2Bets,Country 2,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Ads2Bets,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Ads2Bets,Finland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Ads2Bets,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Ads2Bets,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Ads2Bets,Norway,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Ads2Bets,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Ads2Bets,Ukraine,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Ads2Bets,United States,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AdvertiseCrash,Austria,2025-11-20,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-11-20,AdvertiseCrash,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AdvertiseCrash,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AdvertiseCrash,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AdvertiseCrash,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AdvertiseCrash,Portugal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AdvertiseSlots,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AdvertiseSlots,Finland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AdvertiseSlots,Greece,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AdvertiseSlots,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AdvertiseSlots,Portugal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AdvertiseSlots,Switzerland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AdvertiseSlots,United States,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AffNet,Belgium,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AffNet,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AffNet,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AffNet,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AffNet,United States,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AffRain,Austria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AffRain,Belgium,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AffRain,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AffRain,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AffRain,Hungary,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AffRain,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AffRain,Portugal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AffRain,Ukraine,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AlexyAlex,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AlexyAlex,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,AlexyAlex,Serbia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Art_PC,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bigtraff,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bigtraff,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bigtraff,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bigtraff,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bigtraff,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bigtraff,Mayotte,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bigtraff,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bigtraff,Reunion,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bigtraff,Syria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Albania,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Andorra,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Australia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Austria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Canada,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Denmark,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Ireland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Portugal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Reunion,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Singapore,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Sweden,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Switzerland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,Ukraine,,,,,,,,,,,,,,,,,,,,,
2025-11-20,bulls,United States,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls2,Canada,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls2,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls2,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls2,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls2,Czech Republic,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls2,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls2,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls4,Australia,2025-11-20,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2025-11-20,Bulls4,Austria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls4,Belgium,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls4,Canada,2025-11-20,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2025-11-20,Bulls4,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls4,Country 3,2025-11-20,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2025-11-20,Bulls4,Czech Republic,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls4,Denmark,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls4,Greece,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls4,Hungary,2025-11-20,1.0,26.0,1.0,0.0,0.0,0.0,26.0,1.0,26.0,26.0,1.0,26.0,26.0,80.0,21.0,21.0,21.0,21.0,21.0,0.0
2025-11-20,Bulls4,Norway,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Bulls4,Poland,2025-11-20,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2025-11-20,Clicklead,Brazil,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Cameroon,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Canada,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Finland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Hong Kong,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Indonesia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Ireland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Japan,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Portugal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Russia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Singapore,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,South Korea,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,Sweden,,,,,,,,,,,,,,,,,,,,,
2025-11-20,Clicklead,United States,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Argentina,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Australia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Austria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Belgium,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Brazil,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Bulgaria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Canada,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Chile,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Croatia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Finland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Greece,2025-11-20,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-11-20,cpaiens,Hong Kong,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Hungary,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Iceland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Ireland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Ivory Coast,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Japan,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Malta,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Mexico,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Mongolia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,New Zealand,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Portugal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Romania,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Seychelles,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Singapore,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,South Korea,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Sri Lanka,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Switzerland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,Tunisia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens,United States,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Australia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Austria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Brazil,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Bulgaria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Cambodia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Canada,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Chile,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Denmark,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Greece,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Hungary,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Japan,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Laos,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Macedonia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Malaysia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Nepal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,New Zealand,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Portugal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Singapore,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Slovakia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,South Korea,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Sweden,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Switzerland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,cpaiens2_slot,Thailand,,,,,,,,,,,,,,,,,,,,,
2025-11-20,danilZumo,Canada,,,,,,,,,,,,,,,,,,,,,
2025-11-20,danilZumo,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,danilZumo,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-20,danilZumo,India,,,,,,,,,,,,,,,,,,,,,
2025-11-20,danilZumo,Kazakhstan,,,,,,,,,,,,,,,,,,,,,
2025-11-20,danilZumo,Nigeria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,danilZumo,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DiceRollers,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DiceRollers,Greece,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DiceRollers,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DiceRollers_SLOT,Country 3,2025-11-20,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-2.0,-2.0,-2.0,-2.0,-2.0,
2025-11-20,DiceRollers_SLOT,Czech Republic,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DiceRollers_SLOT,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DiceRollers_SLOT,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DSRCM01,Austria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DSRCM01,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DSRCM01,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DSRCM01,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DSRCM01,Denmark,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DSRCM01,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DSRCM01,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DSRCM01,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DSRCM01,Portugal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Australia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Austria,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Belgium,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Canada,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Country 2,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Czech Republic,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Ghana,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Greece,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Hungary,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Italy,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Kiribati,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,New Zealand,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Norway,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Portugal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Senegal,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Switzerland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum,Thailand,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum2,China,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum2,Country 1,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum2,Country 2,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum2,Country 3,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum2,Country 4,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum2,Finland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum2,Germany,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum2,Poland,,,,,,,,,,,,,,,,,,,,,
2025-11-20,DV_Verum2,Russia,,,,,,,,,,,,,,,,,,,,,
2025-11-20,EmberHoldings,Albania,,,,,,,,,,,,,,,,,,,,,
